,season_year,season_type,gamekey,game_date,week,playid,game_clock,yardline,quarter,play_type,poss_team,home_team_visit_team,score_home_visiting,playdescription,No Play,PENALTY,declined,Offensive Holding,Defensive 12 On-field,Illegal Block Above the Waist,Fair Catch Interference,Running Into the Kicker,Unnecessary Roughness,Illegal Touch Kick,Illegal Use of Hands,False Start,Out of Bounds on Punt,Horse Collar Tackle,Face Mask,Ineligible Downfield Kick,Illegal Substitution,Illegal Formation,Delay of Game,Illegal Blindside Block,Neutral Zone Infraction,Tripping,Defensive Holding,Roughing the Kicker,Unsportsmanlike Conduct,Defensive Offside,Interference with Opportunity to Catch,Illegal Motion,Chop Block,Clipping,Invalid Fair Catch Signal,Illegal Shift,Offensive 12 On-field,Taunting,Offensive Pass Interference,Disqualification,Defensive Pass Interference,REVERSED,out of bounds,Touchback,fair catch,MUFF,downed,BLOCKED,TOUCHDOWN,no gain,FUMBLES,pass incomplete,Returned,returned for,return_yards,risk_factor,Season_Year,GameKey,PlayID,PlayUnique,GL,GLi,GLo,GR,GRi,GRo,P,PC,PDL1,PDL2,PDL3,PDL4,PDL5,PDL6,PDM,PDR1,PDR2,PDR3,PDR4,PDR5,PDR6,PFB,PLG,PLL,PLL1,PLL2,PLL3,PLM,PLM1,PLR,PLR1,PLR2,PLR3,PLS,PLT,PLW,PPL,PPLi,PPLo,PPR,PPRi,PPRo,PR,PRG,PRT,PRW,VL,VLi,VLo,VR,VRi,VRo
5611,2016,Pre,56,09/01/2016,5,256,11:31,SEA 34,1,Punt,SEA,OAK-SEA,0 - 0,"(11:31) J.Ryan punts 45 yards to OAK 21, Center-N.Frese, fair catch by D.Washington.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,56,256,2016-56-256,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
5610,2016,Pre,55,09/01/2016,5,2622,02:08,SD 47,3,Punt,SD,SD-SF,21 - 9,"(2:08) D.Kaser punts 53 yards to end zone, Center-S.McGrath, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,55,2622,2016-55-2622,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5609,2016,Pre,55,09/01/2016,5,803,00:26,SF 32,1,Punt,SF,SD-SF,0 - 6,"(:26) B.Pinion punts 44 yards to SD 24, Center-K.Nelson, fair catch by I.Burse.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,55,803,2016-55-803,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
5607,2016,Pre,54,09/01/2016,5,2439,06:02,PIT 10,3,Punt,PIT,CAR-PIT,15 - 0,"(6:02) J.Berry punts 51 yards to CAR 39, Center-G.Warren. D.Byrd to PIT 37 for 24 yards (T.Matakevich; F.Toussaint).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 24 yard,24.0,0.0,2016,54,2439,2016-54-2439,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5592,2016,Pre,60,09/01/2016,5,3521,06:08,BUF 34,4,Punt,BUF,DET-BUF,31 - 0,"(6:08) C.Schmidt punts 51 yards to DET 15, Center-G.Sanborn, fair catch by J.Billingsley.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,60,3521,2016-60-3521,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5606,2016,Pre,53,09/01/2016,5,3414,10:58,PHI 19,4,Punt,PHI,PHI-NYJ,14 - 6,"(10:58) D.Jones punts 46 yards to NYJ 35, Center-J.Dorenbos, downed by PHI-B.Countess. PENALTY on PHI-B.Countess, Illegal Touch Kick, 5 yards, enforced at NYJ 35.",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,53,3414,2016-53-3414,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5605,2016,Pre,53,09/01/2016,5,3263,13:58,PHI 48,4,Punt,NYJ,PHI-NYJ,14 - 6,"(13:58) L.Edwards punts 45 yards to PHI 3, Center-T.Purdum, fair catch by P.Turner.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,53,3263,2016-53-3263,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
5604,2016,Pre,53,09/01/2016,5,2963,02:53,NYJ 20,3,Punt,NYJ,PHI-NYJ,14 - 6,"(2:53) (Punt formation) L.Edwards punts 60 yards to PHI 20, Center-T.Purdum. P.Turner to PHI 31 for 11 yards (J.Howsare).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 11 yard,11.0,0.0,2016,53,2963,2016-53-2963,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5603,2016,Pre,56,09/01/2016,5,600,04:33,OAK 44,1,Punt,OAK,OAK-SEA,0 - 0,"(4:33) M.King punts 56 yards to end zone, Center-J.Condo, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,56,600,2016-56-600,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
5602,2016,Pre,53,09/01/2016,5,2692,05:44,NYJ 42,3,Punt,NYJ,PHI-NYJ,7 - 6,"(5:44) L.Edwards punts 44 yards to PHI 14, Center-T.Purdum, downed by NYJ-B.Bostick.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,53,2692,2016-53-2692,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
5601,2016,Pre,58,08/31/2016,5,717,01:21,WAS 32,1,Punt,WAS,TB-WAS,0 - 3,"(1:21) (Punt formation) T.Way punts 56 yards to TB 12, Center-N.Sundberg. B.Reedy MUFFS catch, touched at TB 12, and recovers at TB 12. B.Reedy to TB 12 for no gain (L.Trail).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.0,0.0,2016,58,717,2016-58-717,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5600,2016,Pre,58,08/31/2016,5,1555,04:10,TB 50,2,Punt,WAS,TB-WAS,0 - 13,"(4:10) (Punt formation) T.Way punts 39 yards to TB 11, Center-N.Sundberg, fair catch by B.Reedy.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,58,1555,2016-58-1555,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5599,2016,Pre,61,09/01/2016,5,3374,11:28,CLV 21,4,Punt,CLV,CLV-CHI,7 - 21,"(11:28) (Punt formation) K.Redfern punts 26 yards to CLV 47, Center-C.Hughlett, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,61,3374,2016-61-3374,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
5598,2016,Pre,61,09/01/2016,5,2627,09:06,CHI 34,3,Punt,CHI,CLV-CHI,7 - 12,"(9:06) (Punt formation) P.O'Donnell punts 53 yards to CLV 13, Center-P.Scales. T.Gabriel ran ob at 50 for 37 yards.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 37 yard,37.0,0.0,2016,61,2627,2016-61-2627,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5597,2016,Pre,61,09/01/2016,5,2467,11:17,CLV 6,3,Punt,CLV,CLV-CHI,7 - 12,"(11:17) (Punt formation) M.Palardy punts 75 yards to CHI 19, Center-C.Hughlett, downed by CLV-R.Higgins.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,61,2467,2016-61-2467,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5596,2016,Pre,61,09/01/2016,5,2371,12:47,CHI 38,3,Punt,CHI,CLV-CHI,7 - 12,"(12:47) (Punt formation) P.O'Donnell punts 58 yards to CLV 4, Center-P.Scales, out of bounds. PENALTY on CLV-D.Jones, Offensive Holding, 2 yards, enforced at CLV 4.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,61,2371,2016-61-2371,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5595,2016,Pre,61,09/01/2016,5,1426,08:20,CHI 16,2,Punt,CHI,CLV-CHI,7 - 9,"(8:20) (Punt formation) P.O'Donnell punts 53 yards to CLV 31, Center-A.Brewer. T.Gabriel to CLV 35 for 4 yards (D.Houston-Carson).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 4 yard,4.0,0.0,2016,61,1426,2016-61-1426,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5594,2016,Pre,61,09/01/2016,5,669,02:54,CHI 47,1,Punt,CLV,CLV-CHI,0 - 3,"(2:54) (Punt formation) K.Redfern punts 35 yards to CHI 12, Center-C.Hughlett. B.Daniels MUFFS catch, touched at CHI 12, RECOVERED by CLV-T.Carder at CHI 18. T.Carder ran ob at CHI 18 for no gain. The Replay Official reviewed the kick downed ruling, and the play was Upheld. The ruling on the field stands.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,0,0.0,0.0,2016,61,669,2016-61-669,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
5593,2016,Pre,60,09/01/2016,5,3607,03:47,DET 15,4,Punt,DET,DET-BUF,31 - 0,"(3:47) S.Martin punts 46 yards to BUF 39, Center-D.Muhlbach. W.Powell to DET 47 for 14 yards (Q.Davis). PENALTY on BUF-K.Colter, Illegal Block Above the Waist, 10 yards, enforced at BUF 46.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,60,3607,2016-60-3607,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5694,2016,Pre,43,08/27/2016,4,509,05:38,DEN 7,1,Punt,DEN,DEN-LA,0 - 0,"(5:38) R.Dixon punts 51 yards to LA 42, Center-C.Kreiter. P.Cooper to LA 43 for 1 yard (S.Barrett). PENALTY on LA-L.Joyner, Offensive Holding, 10 yards, enforced at LA 43.",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,43,509,2016-43-509,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5696,2016,Pre,35,08/28/2016,4,942,12:24,MIN 19,2,Punt,MIN,MIN-SD,6 - 0,"(12:24) (Punt formation) J.Locke punts 53 yards to SD 28, Center-K.McDermott, downed by MIN-M.Asiata.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0,0.0,2016,35,942,2016-35-942,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5833,2016,Reg,74,09/11/2016,1,2731,03:34,CLV 43,3,Punt,CLV,PHI-CLV,22 - 10,"(3:34) B.Colquitt punts 42 yards to PHI 15, Center-C.Hughlett. D.Sproles to PHI 21 for 6 yards (D.Alexander).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 6 yard,6.0,0.0,2016,74,2731,2016-74-2731,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
5790,2016,Reg,129,10/06/2016,5,3519,12:04,SF 28,4,Punt,SF,SF-ARZ,14 - 24,"(12:04) B.Pinion punts 48 yards to ARZ 24, Center-K.Nelson, fair catch by Jo.Brown.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,129,3519,2016-129-3519,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
5784,2016,Reg,139,10/09/2016,5,3490,04:42,BUF 32,4,Punt,BUF,LA-BUF,19 - 23,"(4:42) C.Schmidt punts 50 yards to LA 18, Center-G.Sanborn, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,139,3490,2016-139-3490,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1
5785,2016,Reg,141,10/09/2016,5,2769,04:32,GB 27,3,Punt,GB,GB-NYG,17 - 9,"(4:32) J.Schum punts 39 yards to NYG 34, Center-B.Goode, out of bounds. PENALTY on GB-J.Janis, Unsportsmanlike Conduct, 15 yards, enforced at NYG 34.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,141,2769,2016-141-2769,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
5786,2016,Reg,142,10/10/2016,5,741,15:00,CAR 49,2,Punt,TB,CAR-TB,0 - 3,"(15:00) B.Anger punts 39 yards to CAR 10, Center-A.DePaola, fair catch by T.Ginn.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,142,741,2016-142-741,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5787,2016,Reg,142,10/10/2016,5,946,10:30,TB 44,2,Punt,CAR,CAR-TB,0 - 3,"(10:30) A.Lee punts 44 yards to end zone, Center-J.Jansen, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,142,946,2016-142-946,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5788,2016,Reg,130,10/09/2016,5,1147,11:03,BLT 40,2,Punt,WAS,BLT-WAS,10 - 6,"(11:03) (Punt formation) T.Way punts 40 yards to end zone, Center-N.Sundberg, Touchback.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,130,1147,2016-130-1147,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
5789,2016,Reg,130,10/09/2016,5,514,05:11,BLT 40,1,Punt,BLT,BLT-WAS,7 - 6,"(5:11) (Punt formation) S.Koch punts 45 yards to WAS 15, Center-M.Cox. J.Crowder for 85 yards, TOUCHDOWN.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,for 85 yard,85.0,0.0,2016,130,514,2016-130-514,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5791,2016,Reg,129,10/06/2016,5,1748,03:15,ARZ 28,2,Punt,ARZ,SF-ARZ,7 - 0,"(3:15) R.Quigley punts 46 yards to SF 26, Center-A.Brewer, fair catch by J.Kerley.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,129,1748,2016-129-1748,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
5799,2016,Reg,125,10/02/2016,4,1609,02:36,NO 2,2,Punt,NO,SD-NO,17 - 14,"(2:36) T.Morstead punts 47 yards to NO 49, Center-J.Drescher. T.Benjamin ran ob at NO 47 for 2 yards (D.Harris).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 2 yard,2.0,0.0,2016,125,1609,2016-125-1609,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
5792,2016,Reg,120,10/02/2016,4,667,03:54,NE 21,1,Punt,NE,NE-BUF,0 - 7,"(3:54) R.Allen punts 47 yards to BUF 32, Center-J.Cardona, fair catch by B.Tate.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,120,667,2016-120-667,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
5793,2016,Reg,121,10/02/2016,4,581,03:11,NYJ 41,1,Punt,SEA,NYJ-SEA,3 - 0,"(3:11) J.Ryan punts 31 yards to NYJ 10, Center-N.Frese, fair catch by J.Ross.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,121,581,2016-121-581,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
5794,2016,Reg,121,10/02/2016,4,1283,07:49,NYJ 48,2,Punt,NYJ,NYJ-SEA,3 - 7,"(7:49) L.Edwards punts 37 yards to SEA 15, Center-T.Purdum, out of bounds.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,2016,121,1283,2016-121-1283,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
5795,2016,Reg,122,10/02/2016,4,3942,01:48,WAS 44,4,Punt,WAS,WAS-CLV,31 - 20,"(1:48) T.Way punts 39 yards to CLV 17, Center-N.Sundberg. J.Poyer ran ob at CLV 19 for 2 yards.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,for 2 yard,2.0,0.0,2016,122,3942,2016-122-3942,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
